Index,Display_Size,Internal_Storage,Model_Name,Model_Number,Primary_Camera,Processor_Type,RAM,Secondary_Camera,Weight,image_urls
100,5.2 inch,32 GB,Me3S,iV 501,13MP,MediaTek 6737 64-bit 1.3GHz,3 GB,8MP,150 g,"rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkghhcgfxh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkghhcgfxh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbksqqmwgc2.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbk3ta5rndc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkgtzkhcjb.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkfkgqfryq.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkwk8msztg.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbknbjb2zfh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkjwhdqkm9.jpeg?q=70
"
101,5.2 inch,32 GB,Me3S,iV 501,13MP,MediaTek 6737 64-bit 1.3GHz,3 GB,8MP, ,"rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkk5bp4y4b.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkk5bp4y4b.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkqsn8yqrc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkejyame8c.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkzcafgvhh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkaz6qhy2e.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkayadzexx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkyygn7eg5.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkygqkztv8.jpeg?q=70
"
102,5.7 inch,32 GB,J7 Max,SM-G615FZDDINS,13MP,Mediatek�Octa-Core 1.69GHz,4 GB,13MP,179 g,"rukminim1.flixcart.com/image/128/128/j48riq80-1/mobile/u/p/v/samsung-j7-max-sm-g615fzddins-original-imaev75bz4kda4re.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j48riq80-1/mobile/u/p/v/samsung-j7-max-sm-g615fzddins-original-imaev75bz4kda4re.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6dxaq80/mobile/u/p/v/samsung-j7-max-sm-g615fzddins-original-imaewuzhwydsfkw2.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j48riq80-1/mobile/u/p/v/samsung-j7-max-sm-g615fzddins-original-imaev75bf8zq9b6x.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j48riq80-1/mobile/u/p/v/samsung-j7-max-sm-g615fzddins-original-imaev75bj9vz8dzt.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j48riq80-1/mobile/u/p/v/samsung-j7-max-sm-g615fzddins-original-imaev75bafzntezb.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j48riq80-1/mobile/u/p/v/samsung-j7-max-sm-g615fzddins-original-imaev75bjxmhbwhj.jpeg?q=70
"
103,5.2 inch,16 GB,Me3,iV 501,8MP,MediaTek 6737 64-bit 1.3GHz,2 GB,8MP,158 g,"rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkg4ega5hn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkg4ega5hn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkggm3pteh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkwavyhsfd.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkzwausgtm.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkuk5vseax.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkaksj4h88.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkksyhqfjp.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkjhfr48yt.jpeg?q=70
"
104,5.2 inch,16 GB,Me3,iV 501,8MP,MediaTek 6737 64-bit 1.3GHz,2 GB,8MP,158 g,"rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkghhcgfxh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkghhcgfxh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbksqqmwgc2.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbk3ta5rndc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkgtzkhcjb.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkfkgqfryq.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkwk8msztg.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbknbjb2zfh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/s/7/y/ivoomi-me3-iv-501-original-imaexhbkjwhdqkm9.jpeg?q=70
"
105,1.8 inch,10 MB,W7, ,0.3MP,0 0 0 0 Processor,10 MB, , ,"rukminim1.flixcart.com/image/128/128/j7usl8w0/mobile/g/r/x/rocktel-w7-na-original-imaeyy7nqvzkxncn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/g/r/x/rocktel-w7-na-original-imaehg4nrsyug7jc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j81xsi80/mobile/g/r/x/rocktel-w7-na-original-imaeyy7kg5rqafx8.jpeg?q=70
"
106,5.5 inch,32 GB,Zenfone 3 Laser,ZC551KL-4G037INASUS_Z01BDB,13MP,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz,4 GB,8MP,150 g,"rukminim1.flixcart.com/image/128/128/mobile/7/h/p/asus-zenfone-3-laser-zc551kl-4g037in-original-imaehfztafhgthma.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/7/h/p/asus-zenfone-3-laser-zc551kl-4g037in-original-imaehg3cbyjhwtug.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/7/h/p/asus-zenfone-3-laser-zc551kl-4g037in-original-imaehg3cggqkxbq2.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/7/h/p/asus-zenfone-3-laser-zc551kl-4g037in-original-imaehg3cyfkzpudr.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/7/h/p/asus-zenfone-3-laser-zc551kl-4g037in-original-imaehg3c9jatgh8d.jpeg?q=70
"
107,5.2 inch,16 GB,Me3,iV 501,8MP,MediaTek 6737 64-bit 1.3GHz,2 GB,8MP,158 g,"rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkk5bp4y4b.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkk5bp4y4b.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkqsn8yqrc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkejyame8c.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkzcafgvhh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkaz6qhy2e.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkayadzexx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkyygn7eg5.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkygqkztv8.jpeg?q=70
"
108,5.5 inch,16 GB,Galaxy J7 Nxt,SM-J701FZKDINS,13MP,Exynos Octa-Core 1.6GHz,2 GB,5MP,170 g,"rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2em68ktztyv.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2em68ktztyv.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2emjzhahhcp.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2emrgr2xfnm.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2em6fv7yufz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2emdfryzvef.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2emnxt8rkw7.jpeg?q=70
"
109,5 inch,8 GB,Me1,iV 505,5MP,Spreadtrum SC 98 1.2 GHz Processor,1 GB,5MP,130 g,"rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/y/g/e/ivoomi-me1-iv-505-original-imaexg7qhq58hwuy.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/y/g/e/ivoomi-me1-iv-505-original-imaexg7qzxrkabhw.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/y/g/e/ivoomi-me1-iv-505-original-imaexg7qdkb9dkb5.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/y/g/e/ivoomi-me1-iv-505-original-imaexg7qz9hzascz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/y/g/e/ivoomi-me1-iv-505-original-imaexg7qaenfhavr.jpeg?q=70
"
110,5.5 inch,64 GB,Moto Z with Style Mod,XT 1650-03,13MP,Qualcomm Snapdragon 820 Quad Core 1.8GHz,4 GB,5MP,136 g,"rukminim1.flixcart.com/image/128/128/mobile/k/s/3/motorola-moto-z-xt-1650-original-imaene32ywjffcmy.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/k/s/3/motorola-moto-z-xt-1650-original-imaene32t4p3shkz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/k/s/3/motorola-moto-z-xt-1650-original-imaene32mewqm2uv.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/k/s/3/motorola-moto-z-xt-1650-original-imaene32qch5epzn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/k/s/3/motorola-moto-z-xt-1650-original-imaene32ywcgptmv.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/k/s/3/motorola-moto-z-xt-1650-original-imaene32nmnk8fte.jpeg?q=70
"
111,5.2 inch,32 GB,Honor 8,FRD-L02,12MP + 12MP,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz,4 GB,8MP,153 g,"rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4zfp56qnbc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/huawei-honor-8-frd-l02-original-imaema4zzng3zvhy.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4zeg2mywbb.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4zczjmjkgh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4z6s9bvuqg.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4zaeypvwgk.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4z2hzhh2rf.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4z4pahguvd.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4zggrthtkg.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4yxfzkj7xx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4ys4qpb5tc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/y/5/honor-8-frd-l02-original-imaema4zqxxwnhpz.jpeg?q=70
"
112,5 inch,16 GB,ERA 1X Pro, ,8MP,Spreadtrum,2 GB,5MP, ,"rukminim1.flixcart.com/image/128/128/j6nxdow0/mobile/c/9/h/xolo-era-1x-pro-era-1x-pro-original-imaewhutwuyuvqzd.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6nxdow0/mobile/c/9/h/xolo-era-1x-pro-era-1x-pro-original-imaewhutt2rhbafs.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6nxdow0/mobile/c/9/h/xolo-era-1x-pro-era-1x-pro-original-imaewwyrzuvpezqp.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6nxdow0/mobile/c/9/h/xolo-era-1x-pro-era-1x-pro-original-imaewhutajhcykja.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6tn53k0/mobile/c/9/h/xolo-era-1x-pro-era-1x-pro-original-imaewhuuayu7tuwf.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6nxdow0/mobile/c/9/h/xolo-era-1x-pro-era-1x-pro-original-imaewhuuqkezkhgd.jpeg?q=70
"
113,5 inch,16 GB,ERA 1X Pro, ,8MP,Spreadtrum,2 GB,5MP, ,"rukminim1.flixcart.com/image/128/128/j5h264w0/mobile/p/j/6/xolo-era-1x-pro-era-1x-pro-original-imaevyvsyncjng2x.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5h264w0/mobile/p/j/6/xolo-era-1x-pro-era-1x-pro-original-imaevyvsbwr6eugr.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5h264w0/mobile/p/j/6/xolo-era-1x-pro-era-1x-pro-original-imaevyvszmrphyhc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5h264w0/mobile/p/j/6/xolo-era-1x-pro-era-1x-pro-original-imaevyvsekrwzbrq.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5h264w0/mobile/p/j/6/xolo-era-1x-pro-era-1x-pro-original-imaevyvs4gyfkfm5.jpeg?q=70
"
114,4 inch,32 GB,iPhone SE,MP832HN/A,12MP,Apple A9 64-bit processor and Embedded M9 Motion Co-processor, ,1.2MP,113 g,"rukminim1.flixcart.com/image/128/128/j7qi9ow0/mobile/k/a/v/apple-iphone-se-mp832hn-a-original-imaexw6fws9h87cx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7qi9ow0/mobile/k/a/v/apple-iphone-se-mp832hn-a-original-imaexw6f29cdhcny.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7qi9ow0/mobile/k/a/v/apple-iphone-se-mp832hn-a-original-imaexw6fcahhxv5c.jpeg?q=70
"
115,5.2 inch,16 GB,Moto X (2nd Generation),XT1092,13MP,Qualcomm Snapdragon 801 MSM8974-AC,2 GB,2MP,144 g,"rukminim1.flixcart.com/image/128/128/mobile/f/e/8/motorola-xt1092-original-imadzua6ts7an39g.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/e/8/motorola-xt1092-original-imadzqtcfwgar8hx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/e/8/motorola-xt1092-original-imadzynzdhjz59e2.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/e/8/motorola-xt1092-original-imadzua6ecquhaqz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/e/8/motorola-xt1092-original-imadzqtctghggcyh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/e/8/motorola-xt1092-original-imadzqtcjm3wzh3f.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/f/e/8/motorola-xt1092-original-imadzqtmdhdvhanc.jpeg?q=70
"
